DATE,TAVG,TMAX,TMIN,WDFG,WSFG,PRCP,SNOW,PRDICTT
20200107,-0.8,4,-5.5,19,39,0,0,-5.1
20200108,-5.1,-0.7,-9.4,28,65,2,20,-4.9
20200109,-4.9,2,-11.7,16,48,0.2,2,4.5
20200110,4.5,7.5,1.4,21,58,1.8,0,6.8
20200111,6.8,11.9,1.7,34,42,59,0,-2.3
20200112,-2.3,1.7,-6.2,31,58,17.6,10,-1.7
20200113,-1.7,1.7,-5,8,39,0.4,4,1.4
20200114,1.4,2.9,-0.2,9,46,0,0,2.6
20200115,2.6,4.3,0.8,31,45,0,0,-5
20200116,-5,1.7,-11.7,32,55,0.2,2,-11.5
20200117,-11.5,-8,-14.9,8,-99999,0,0,-2.8
20200118,-2.8,2.5,-8.1,9,52,14.4,172,-5.6
20200119,-5.6,0.4,-11.6,25,46,1.6,24,-10.4
